"pca_id","pca_description","product_family","business_unit","technology_group"
"73-13680-03","PCA,MBRD,CAMERO ZETA CPU MBRD, PB-FREE","IE2000","IOTBU","ENGTG"
"73-13837-03","PCA,MBRD,CAMERO, ZETA PLUS MB,PB-FREE","IE2000","IOTBU","ENGTG"
"73-10323-01","PCA,DBRD,FIPS MODULE,'EGG ROCK'","","",""
"73-2380-03E3","PCA,SUB,SUBSCRIBER UNIT,CR","UBR7200","CABU","SPVTG"
"73-12093-02","PCA,DBRD,SONYA, TROI, PB-FREE","WANLAN","SRGBU","ENGTG"
"73-7571-04","PCA,BACCHUS,2PORT 10GIG DB,CONST2","C6000","EBBU","ENGTG"
"73-7746-01","PCA,Volant,PCI Adapter with Ultra2 SCSI Controller and 68-pin Connector","","",""
"73-15923-04","PCA,MBRD,IL Tempo, MAIN","CTSDX","CVEBU","CVTG"
"73-2324-01E6","PCA,SUB,PA-POE3","7000CMN","SRGBU","ENGTG"
"73-2262-01","PCA,SUB,SMB-8E1-LM","MGX","SMBU","MITG"
"73-2261-01","PCA,SUB,RJ48-8T1-LM","MGX","SMBU","MITG"
"73-4002-01E2","PCA, SUB, UXI-3E3-SMF","","",""
"73-4201-02","PCA,SUB,PA-ISA,3DES","SEC","SRGBU","ENGTG"
"73-8630-02","PCA, SKANE 2CD LEVEL CARD, CONNECTORS CONTINUITY TESTER, 15454","","",""
"73-16788-01","PCA,MBRD,SAMURAI TEST FOR BOM COMPARE","","",""
"73-16565-02","PCA,MBRD,NG2K,TEST BOARD","","",""
"73-7684-04","PCA, TEXAS-2","GBIC","TMGBU","CTG"
"73-7849-0151","PCA,AXSM-H Extention","","",""
"73-9575-01","PCA,DBRD,STARLIFTER DC (STRATUM 3)","","",""
"73-9922-01","PCA,OTHER,VALIANT, I/O BOARD TO FACEPLATE, FLEX CIRCUIT","","",""
"73-8662-01","PCA,OC768 Optics PARBERT Card, HFR","","",""
"73-16893-01","PCA,DBRD,TOMAHAWK, 20X10GE MPA, CLIFFJUMPER-DB","","",""
"73-15273-01","PCA,DBRD,THROUGH,SOLARIA,RFSW,BATTLESTAR","UBR10K","CABU","SPVTG"
"73-15558-01","PCA,DBRD, GE-XP,Pb-Free 15454","","",""
"73-15089-02","PCA,OTHER,SUB,FAN-CNTL-L,LCR,TAIKO,HFR,Pb-Free","CRS","CORBU","CTG"
"73-13708-03","PCA,DBRD,QUICK SILVER, I/O CARD","N3000","INSBU","INSTG"
"73-9188-01","PCA,OTHER,FAN 6550-9","","",""
"73-8720-02","PCA,OC48-LR-1550,15454","","",""
"73-6229-01","PCA,CARTE ORGANISEUR LASER DIL","","",""
"73-100916-07","PCA, MBRD, POTENZA 100 TCAM, 24 PORT 100G LC, FRETTA","","",""
"73-100918-05","PCA,MBRD,Potenza100 TCAM, CPU card, Fretta","","",""
"73-7363-0151","PCA,ASY,BC-T3E3/155","MGX","SMBU","MITG"
"73-16100-02","PCA,MBRD,STRIKER, Striker C","ASR920","PABU","CTG"
"73-2386-02E1","PCA,SUB,CLC3","","",""
"73-6428-01","PCA,Einschub OPTS L4/1300","","",""
"73-13715-01","PCA,OTHER,RHEA,DUAL SIMULTANEOUS RADIO,1 ETH PORT,INTERNAL ANT","","",""
"73-14002-01","PCA,MBRD,Steelers,IAD886/887/888F-K9,Pb-free","","",""
"73-14003-01","PCA,MBRD,Steelers,IAD886/887/888F-K9,Wireless,Pb-free","","",""
"73-14004-01","PCA,MBRD,AirConnect AP,Pb-free","","",""
"73-9185-02","PCA,DBRD,24 port IEEE 802.3af Mirage Inline power daughter Card","WANLAN","SRGBU","ENGTG"
"73-100760-02","PCA, MBRD, FRETTA, 16 SLOT, FABRIC MODULE, ULURU","","",""
"73-100788-02","PCA, FRETTA, 16 SLOT, FABRIC MODULE, ULURU Daughter card","","",""
"73-7457-02","PCA,SIDEWINDER 8-PORT NM,NM-8CT1/E1","","",""
"73-18173-01","PCA,MBRD,Uluru4, 4 slot fabric module,Fretta,NCS5500","","",""
"73-4066176-01","PCA,PCB,93212.10X28","RF38","CABU","SPVTG"
"73-4005693-01","PCA,93146.621","RF38","CABU","SPVTG"
"73-4066023-01","PCA,REV EQ 40/42 MHz 1/1 dB","RF38","CABU","SPVTG"
"73-4028399-01","PCA,1GHz 4-PORT 2/6 THRU DC12","ON38","CABU","SPVTG"
"73-9695-01","PCA,OTHER, R2D2 SIP MODULE","","",""
"73-13552-01","PCA,MBRD,PF-Excalibur CR M40G Baseboard","","",""
"73-9781-07","PCA,SUB,SFC40_DP/BITS,12410","GSR","ERBU","CTG"
"73-9617-02","PCA,SUB,SFC256-OSP,GSR","GSR","ERBU","CTG"
"73-10020-08","PCA,SUB,CSC24_DP/BITS,2.5G,12006","GSR","ERBU","CTG"
"73-214172-02R","PCA,SUB,MECH CVME1EC","","",""
"73-214172-01R","PCA,SUB,MECH CVMT1EC","","",""
"73-214172-00R","PCA,SUB,MECH CVMADPCM","","",""
"73-14964-04","PCA,MBRD,N3K, NEPTUNE","N3000","INSBU","INSTG"
"73-15399-01","PCA,DBRD,Operation Overlord, NGWIC SSD DC","4400ISR","SRGBU","ENGTG"
"73-15398-01","PCA,MBRD,TIDE/CHESTNUT,TBONE MB,NO DAS,32MB FLASH,I-TEMP","","",""
"73-14521-03","PCA,MBRD,TIDE/CHESTNUT,TBONE MB,NO DAS,32MB FLASH,C-TEMP","AIR3000","WNBU","ENGTG"
"73-15396-01","PCA,MBRD,Operation Overlord, NGWIC SSD","4400ISR","SRGBU","ENGTG"
"73-10161-03","PCA,SUB,RPM-PR-512","","",""
"73-14682-01","PCA,DBRD,S123-140,DISPLAY CARD,HFR, Pb-Free","CRS","CORBU","CTG"
"73-9574-01","PCA,MBRD,STARLIFTER MB (STRATUM 3)","","",""
"73-8313-01","PCA,TRUNK POWER SUPPLY CARD, POPPY-PS , 15530 MEADOWLANDS","","",""
"73-15176-01","PCA,MBRD,CAT4K,40G Margolis,PB-FREE","","",""
"73-16458-02","MBRD,KINGS CANYON","UCSB","SAVBU","SAVTG"
"73-4352-04","PCA, WIRELESS ECLIPSE, HE-RF","","",""
"73-10408-01","PCA,OTHERDC3,MIDPLANE PC SCAN TEST CARD","","",""
"73-3008-05","PCA,SUB,MARS,NM,1FE_1T1CSU,BASE","","",""
"73-2175-01","PCA,SUB,AMALFI,SUPERVISOR EXTENDER","","",""
"73-12938-01","PCA,OTHER,Perfect Storm,Interface Module,12G-RJ","","",""
"73-5411-01","PCA,Zenith TPM","","",""
"73-12937-01","PCA,MBRD,Perfect Storm","","",""
"73-15413-02","PCA,OTHER,M6,ECU-60V,15454","15454W","CORBU","CTG"
"73-100674-01","PCA,BORN CFP2 10X10G PASSIVE LB TEST MODULE","","",""
"73-100675-01","PCA,PASTEUR CFP2 MODULE COMPLIANCE BOARD (MCB)","","",""
"73-16441-01","PCA,MBRD,BigEasy,8821,PB-FREE","PHONVOC","UCEBU","UCTG"
"73-16440-01","PCA,MBRD,BigEasy,8841,PB-FREE","PHONVOC","UCEBU","UCTG"
"73-16031-06","PCA,MBRD,Cranequin-6, APEX 6, Fabric","","",""
"73-12339-03","PCA,DBRD,TITANIUM3 POE+ MODULE, FUSED, PB-FREE","C3750X","UABU","ENGTG"
"73-4001-01","PCA, SUB, UXI-3T3-SMF","","",""
"73-9019-01","PCA,MA-BBE,NG3XX","15310","CORBU","CTG"
"73-14093-09","PCA,NIC, Lexington","","",""
"73-15002-06","PCA,NIC, PCIe,DUAL PORT 10GBASE-T TWISTED PAIR, KIRKWOOD","","",""
"73-16325-01","PCA, PANDA PHWIC-1DSU-T1","PANSRG","SRGBU","ENGTG"
"73-13303-01","PCA,MBRD,AJAX,PUDDY MB,Pb-Free","AIR110A","WNBU","ENGTG"
"73-1816-02","PCA,SUB,MARS,NM,4A/S BASE","WANLAN","SRGBU","ENGTG"
"73-7761-01","PCA,MUX_MULTILINK_BOARDLET","","",""
"73-9226-01","PCA,VADER TEST CARD,SUPERVISOR VI","","",""
"73-100159-02","PCA, SENSOR FPC, PLUTO","CTSPS","CVEBU","CVTG"
"73-4043488-01","PCA,MNBRD,E9KG8-DEV,8 TUNER,DOCSIS3,DDR3-X16","","",""
"73-100110-02","PCA, TRC V control board","CTSSOL","CVEBU","CVTG"
"73-15351-01","PCA,MBRD,Hat Creek, Test Board only","","",""
"73-100112-04","PCA,Codec C40 Main Board","CTSMPS","CVEBU","CVTG"
"73-8267-03","PCA,NFP OC48ELR TXPD-2.5G,15454","15454W","CORBU","CTG"
"73-14470-01","PCA,MBRD,Test EP LoopBack","","",""
"73-10575-01","PCA,GENESIS,MX1,PIONEER K10 SUP","","",""
"73-16797-01","PCA,OTHER,HALO,WSSI DUAL-BAND ANTENNA FEED BOARD","","",""
"73-16798-01","PCA,OTHER,HALO,BLUETOOTH ANTENNA FEED BOARD","","",""
"73-15720-01","PCA,MBRD,Main, HONEYCRISP","","",""
"73-15204-02","PCA,MBRD,BANSHEE,MESH COMM MODULE,CENBU","","",""
"73-6798-01","PCA, GALAXY2, KEPLER TEST CARD","","",""
"73-6799-01","PCA,IGX-URM MAIN CARD,RASTAMON","","",""
"73-5925-02","PCA,CRUX136 DB,CONST+","C6000","EBBU","ENGTG"
"73-5915-02","PCA,CRUX136,CONST+","C6000","EBBU","ENGTG"
"73-6796-01","PCA,BONSAI PPC,MBD,2MB FLASH,4MB DRAM,10/100E-NET,PC CARD SOCKET,CONSOLE","","",""
"73-6100-03","PCA, ALARM DAUGHTER CARD, MANHATTAN OPTICAL","15540","CORBU","CTG"
"73-5903-0151","PCA, SCC-12G FC","","",""
"73-6020-02","PCA, Fan Controller Card, Manhattan Phase 0","15540","CORBU","CTG"
"73-206503","PCA,ASY,DTI5UB","","",""
"73-12272-01","PCA,MBRD,ESTELLE-HDI,4x40GE/16x10GE,w/CTS","","",""
"73-100839-01","PCA,MILOS, RYAN MB","","",""
"73-2677-02","PCA,SUB,MILAN TSTR LC,TSTR_LC","","",""
"73-4211-02","PCA, SUB, PXM-UIB","","",""
"73-4319-06","PCA,TRUMPET_06,2P GIG,UPLINK","","",""
"73-13410-02","PCA,DBRD,HWIC,VDSL2/ADSL1/2/2+,GreyGoose","WANLAN","SRGBU","ENGTG"
"73-4025989-01","PCA,PRISMA DPON RX","PII35","CABU","SPVTG"
"73-8538-05","PCA,PVDM-II,5510,SINGLE","IAD880","SRGBU","ENGTG"
"73-15818-01","PCA,OTHER,CRANEQUIN CORTINA,Apex 18,FABRIC","","",""
"73-16886-02","PCA,MBRD,Rudy, RSP3A-200-903-Arad+","","",""
"73-16663-04","PCB, MBRD, Rudy, RSP3C-400-903-Arad+","","",""
"73-16658-02","PCB,MBRD,Warrior Chassis (BOM search in Inbiz)","","",""
"73-16756-03","PCA,DBRD,Interface Module,1x100G/2x40G","","",""
"73-4066174-01","PCA,PDS1206 FRONT PANEL PCBA,DGHTR BRD","ICSDB1","CDBU","SPVTG"
"73-4066259-01","PCA,SMART CARD,PDS2144 PCBA,DGHTR BRD","","",""
"73-4044418-01","PCA,270/350-1.2GHZ DIPLEX FILTER MIRROR","","",""
"73-16091-02","PCA,MDPLN,MTP,TOMAHAWK,FC2_MPC","","",""
"73-13876-06","PCA,OTHER,M16 24RU,SCAPA ECU","NCS4000","CORBU","CTG"
"73-10002-01","PCA,OTHER, NTT_TEST_CARD","","",""
"73-2781-01","PCA,SUB,101,MB,ARDENT","OLDRIBU","SRGBU","ENGTG"
"73-15905-02","PCA,MBRD,storage HDD card,CARMEL,CANDLESTICK BLADE SERVER","","",""
"73-15660-01","PCA,DBRD,NORCAL,OSMIUM,FAN_EMULATOR,MTP","","",""
"73-15255-02","PCA,MBRD,TARDIS FANTRAY, VIKING","ASR9000","ERBU","CTG"
"73-15893-02","PCA,DBRD,CDOCSIS,FRx card","RMTPHY","CABU","SPVTG"
"73-16423-01","PCA,DBRD,Mode Button,Moreno","IE2000","IOTBU","ENGTG"
"73-16069-01","PCA,MBRD,NORCAL,EXP_SIDE_PLANE,MTP","","",""
"73-17745-01","Test board for validate the 25G validation on UCS chassis back, PADDLE1.","","",""
"73-17748-01","PADDLE card, YUBA, IOM, 28nm.","","",""
"73-17746-01","Test board for validate the 25G validation on UCS chassis back, PADDLE2.","","",""
"73-16611-03","PCA,MBRD, ARBELOSCS-24, PB-FREE","","",""
"73-16608-03","PCA,MBRD, ARBELOSCS-48, PB-FREE","","",""
"73-15577-01","PCA,DBRD,PCA, MILLER LITE","","",""
"73-17812-01","IOM-SMA Passive Paddle Card, TEST CARD","","",""
"73-9595-01","PCA,OTHER,KODIAK,FILTER TST BD,PRIME CONFIG","","",""
"73-8803-08","PCA,HYDRA96,CONST,96PT 10/100","","",""
"73-6738-05","PCA,SCU,15808","","",""
"73-4979-01","PCA, 15454 VIDEO IF ENCODER SUBMODULE","15454","CORBU","CTG"
"73-7802-01","PCA,HUDSON,ASIC,TEST BOARD","","",""
"73-8083-01","PCA,VEGAS,PLAZA,ILC","MDS9000","ECBU","CTG"
"73-4358-01","PCA,CONSTELLATION,CADILLAC DEBUG CARD,CHILIS","","",""
"73-2418-03","PCA,SUB,ROSSINI,VC","","",""
"73-4363-02","PCA,SUB,AXSM-1-2488","","",""
"73-14909-03","PCA,DBRD,,TITANIUM UPOE,PB-FREE","C3850","UABU","ENGTG"
"73-14697-03","PCA,MBRD,TELPRES,TelePresence Audio Processor,Axion","CTSIMS","CVEBU","CVTG"
"73-16011-02","PCA,MBRD,N3K,NEPTUNE-CR","","",""
"73-16009-01","PCA,MBRD,RUDY2,RSP2A-256-CYLON","","",""
"73-100353-01","PCA, Moody Interconnect Board","CTSINT","CVEBU","CVTG"
"73-10882-05","PCA,DBRD,Freddo IO FRIO-BRI","1800","SRGBU","ENGTG"
"73-10820-05","PCA,Freddo IO FRIO-FXO","1800","SRGBU","ENGTG"
"73-15719-01","PCA,DBRD,RF900MHZ MODULE,CENBU","","",""
"73-18218-01","ASR1000-ESP100X  FP100G-X BOM","","",""
"73-2900-01","PCA,SUB,PADDLECARD,3900ATM","","",""
"73-14981-02","PCA,MBRD,A-Body 4PoE","IE3000","IOTBU","ENGTG"
"73-5517-02","PCA,1800MHZ,RF,VIPERCELL,VER 5.1","","",""
"73-5075-08","PCA,AXSM-1-9953-XG","","",""
"73-6896-08","PCA SUB, AXSM-4-2488-XG","","",""
"73-16847-03","PCA,OTHER,HALO,KOSAR,LINEAR ARRAY,5 GHZ ANTENNA BOARD","","",""
"73-10257-01","Snowshoe","","",""
"73-8864-03","PCA,AJAX,ALPHA,MeRPHY TEST BOARD","","",""
"73-6676-02","PCA,OSU-W__SWITCH_HLD","","",""
"73-2855-02","PCA,SUB,PRESTO,UPLINK,GIG ETHERNET","","",""
"73-9316-02","PCA, HACK, SasCR VALIDATION","","",""
"73-9171-01","PCA, PC B'CARD (2.65V NB), KOMODO+","","",""
"73-8850-01","PCA,Enhance NM, EXTENDER CARD,SHORT version","","",""
"73-8848-01","PCA,PVDM-II,5510,Half Density","ICV","SRGBU","ENGTG"
"73-8825-06","PCA,TELECASTER,  MAKAHA, MAIN BRD","","",""
"73-8812-12","PCA,MBRD,PRP2,GSR","","",""
"73-8849-01","PCA,SWAN ISLAND 2,HAMPTONS","15530","CORBU","CTG"
"73-8788-02","PCA,MBRD,U-EIA B SIDE, 15454","15454","CORBU","CTG"
"73-13431-01","PCA,OTHER,LANAI_SUB_DESIGN","","",""
"73-13430-01","PCA,OTHER,NITROX_SUB_DESIGN","","",""
"73-13429-01","PCA,OTHER,","","",""
"73-13428-01","PCA,OTHER,","","",""
"73-12546-01","PCA,FOURX, QUAD 10GE ADAPTER","","",""
"73-9496-01","PCA,BKPLN,6500E BKPLN SI TEST BRD","","",""
"73-9377-01","PCA,SPDC-700","","",""
"73-9356-01","PCA,OTHER,MARS,Venom,REN Load board.","","",""
"73-7325-02","PCA,OC12 IR 1310,I-TEMP,15454","","",""
"73-7326-02","PCA,OC12 LR 1310,I-TEMP,15454","","",""
"73-7296-02","PCA,1 port STM-4 LH 1310nm,15454E","","",""
"73-7297-02","PCA,1 port STM-4 LH 1550nm,15454E","","",""
"73-7285-01","PCA,CONST+,APOLLO+_CR, SUPERVISOR II","","",""
"73-7295-02","PCA,1 port STM-4 SH 1310nm,15454E","","",""
"73-7054-05","PCA, CONST, SEAQUEST 6 SLOT BKPLN","7600","ERBU","CTG"
"73-7284-01","PCA,GALAXY2,VEOCR","","",""
"73-8689-05","PCA,C76XX,CWAN BB2.0,2TMC","7600","ERBU","CTG"
"73-8690-05","PCA,SUB,C76XX,CWAN BB2.0,1TMC","7600","ERBU","CTG"
"73-7964-06","PCA, PINWHEEL, 4E HUB, ADSL","800BB","SRGBU","ENGTG"
"73-8666-03","PCA,SUB,RED-3-T3E3","","",""
"73-8464-01","PCA,MC520U_DENSE,CR-SCHOONER","UBR10K","CABU","SPVTG"
"73-7639-01","PCA,For test only","","",""
"73-7327-02","PCA,OC12 LR 1550,I-TEMP,15454","","",""
"73-7566-04","PCA,CONST2,NIKE,EARL7  COMPLEX DB","","",""
"73-4167-01","PCA,SUB,GIGABIT EPM,64K,BARRACUDA","8510","CORBU","CTG"
"73-3229-01","PCA,SUB,XBOW DC,PS","","",""
"73-3380-01","PCA,SUB,DS5800 SONET","","",""
"73-3230-01","PCA,SUB,48 PORT,10/100,LEO","","",""
"73-3178-04","PCA,BRAVEHEART3810,FXO-UK","","",""
"73-3177-04","PCA,BRAVEHEART3810,FXO-GER","","",""
"73-3222-01","PCA,SUB,`CISCO 90i SUB BOARD","","",""
"73-3219-01","PCA,Serial Debug Card","","",""
"73-6542-05","PCA,HOLD_VAR.TIA_10GB","","",""
"73-5038-05","PCA,SUB,DC-8-155-64/B","","",""
"73-6941-04","PCA, 3/6/9 SLOT CONSTELLATION QUASAR CLOCK CARD","7600","ERBU","CTG"
"73-6914-01","PCA,SUB,CISCO7401,TAZ","","",""
"73-4671-02","PCA,SUB,MANHATTAN,CNO,CAR","","",""
"73-3968-03","PCA, SUB, WIRELESS IF BD","","",""
"73-4915-01","PCA, IGX-UDM","","",""
"73-4674-0651","PCA, SUB, RPM, NCB2","MGX","SMBU","MITG"
"73-3069-01E1","PCA,SUB,ANG,MOD,2K","","",""
"73-3170-01E1","PCA,PRESTO,3.6GBPS,SUPERVISOR","","",""
"73-3091-01E5","PCA,SUB,AS5300,CHICO,EVAL","","",""
"73-3143-01","PCA,SUB,VIP4","","",""
"73-3002-04","PCA,SUB,MECH CVMADPCM","","",""
"73-15184-01","PCA,OTHER,PCA,SUB,SC-GE-22,SFR,HFR,Pb-Free","CRS","CORBU","CTG"
"73-15366-03","PCA,OTHER,C6807,CETUS,ADVANCED 3.3V,ALPHA_CETI","C6800MD","EBBU","ENGTG"
"73-100100-01","PCA,Sangam Motor Board","CTSMPS","CVEBU","CVTG"
"73-100091-01","PCA,Pluto Camera Control Board","CTSPS","CVEBU","CVTG"
"73-100167-01","PCA,Sangam Lens Board","CTSINT","CVEBU","CVTG"
"73-100008-01","PCA, Deep Thought Rear IO P2b","CTSCHAS","CVIBU","CVTG"
"73-100004-01","PCA, Deep Thought Fan Tray Rear P2b","CTSCHAS","CVIBU","CVTG"
"73-100074-01","PCA,Rover Sensor Board","CTSINT","CVEBU","CVTG"
"73-100027-01","PCA,  Deep Thought Blade Test Backplane","","",""
"73-100076-01","PCA,Rover Motor Board","CTSINT","CVEBU","CVTG"
"73-16467-01","PCA,MBRD,,MB,N3K,QUICKZINC-2 LITE","","",""
"73-16845-01","PCA,OTHER,LEOBEN 2 TEST FIXTURE, BATTLESTAR,DOCSIS3.1","","",""
"73-15044-03","PCA,MBRD,TELPRES,H265,Platinum","CTSIMS","CVEBU","CVTG"
"73-5265-01","PCA,CROWS NEST,CR-SCHOONER","","",""
"73-9178-06","PCA,OTHER,HD BACKPLANE,15454","15454","CORBU","CTG"
"73-10489-01","PCA,OTHER,Decoder,Video","","",""
"73-14827-02","PCA,MBRD,MTP,APEX,LOOPBACK,LC","","",""
"73-5669-05","PCA, Sirius 4 PORT MM, OC12 POS","7304","SRGBU","ENGTG"
"73-9308-01","PCA,DBRDISDN, BORISII 1B-S/T-V2","WANLAN","SRGBU","ENGTG"
"73-17697-01","PCA,MBRD,N9K,36P 40G QSFP LINECARD,COPPER MOUNTAIN","","",""
"73-4072-01","PCA,SUB,TEST-BOM","","",""
"73-10622-01","PCA,MBRD,DC3,SEARS_POINT,SUPERVISOR","","",""
"73-16213-01","PCA,MBRD,Guinness48 Pwr Pb-free,PANDA","","",""
"73-16211-01","PCA,MBRD,GuinnessFE48 FULL PWR,PANDA","","",""
"73-9823-01","PCA,BAYONET,ROUNDTINE TEST BOARD","","",""
"73-11958-04","PCA,OTHER,OBELIX TEST MODULE","","",""
"73-100942-01","PCA,GAINMAKER QAM AGC,549MHz","","",""
"73-10492-05","PCA,MBRD,ADM-10G,15454","15454W","CORBU","CTG"
"73-15130-05","PCA,MBRD,SALINON-48","C3650","UABU","ENGTG"
"73-15124-05","PCA,MBRD,ARBELOS-48","C3650","UABU","ENGTG"
"73-17682-01","PCA,OD test card, RHY-shelf","","",""
"73-12656-01","PCA,MBRD,INFORMERS, PB-FREE","","",""
"73-5075-0551","PCA,AXSM-1-9953-XG","","",""
"73-17724-03","NIC,Irwindale,Intel8955CL,Crypto_MEZZ","","",""
"73-13101-02","PCA,MBRD,OPT-AMP-xx-C,Pb-Free 15454","15454W","CORBU","CTG"
"73-12228-04","PCA,DBRD,FP-40G IPSEC Daughtercard","ASR1000","SRGBU","ENGTG"
"73-13739-01","PCA,DBRD,TITLIS_HEAVY_CR,EARL8_CR,C2LC,CONST2","","",""
"73-13738-01","PCA,DBRD,SANTIS_LITE_CR,EARL8_CR DFC ABA LC","","",""
"73-13289-01","PCA,MBRD,FABRIC LED PANEL, MEGATRON","","",""
"73-9005-03","PCA,CTX-2500,15310","15310","CORBU","CTG"
"73-16839-02","PCA,HALO,TRIGGERFISH SLAVE 1,SLAVE ANT BOARD 1,-20 to 55C","","",""
"73-16834-02","PCA,OTHER,HALO,TRIGGERFISH SLAVE 2,SLAVE ANTENNA BOARD 2,-20 to 55C","","",""
"73-16838-02","PCA,HALO,TRIGGERFISH SLAVE 3,SLAVE ANT BOARD 3,-20 to 55C","","",""
"73-16654-02","PCA,HALO,TRIGGERFISH,MASTER ANT BOARD MASTER ANTENNA -20 TO 55C","","",""
"73-16708-01","PCA,DBRD,L-CEB,PANINI","","",""
"73-16707-01","PCA,MBRD,L-FEP,PANINI","","",""
"73-16624-01","^ unused - PCA,DBRD,EDISON, KELVIN, NO BEACON LED,Pb-FREE","","",""
"73-8780-01","PCA,ORION 1200 RADIO,802.11G,MINI PCI TYPE IIIA,US VERSION","","",""
"73-14531-01","PCA,MBRD,24-layer, Pacifica Evaluation Board","","",""
"73-2916-04E1","PCA,SUB,MILAN,LCP CPU","","",""
"73-6972-01","PCA,SIDECAR,TELECASTER ADD ON LINE MODULE","","",""
"73-5580-01","PCA,CRUX128,5MIL_SPACING,CONSTELLATION","","",""
"73-10137-01","PCA,MBRD,Tsunami, TV lc_fab_2, GSR","","",""
"73-8165-02","PCA,SUB,VPA-4OC3-ATM (BB/FH)","","",""
"73-16676-03","PCA,OTHER, Dual QSFP+ 4x10GTest Card","","",""
"73-4735-01E2","PCA,SUB,RJ48-8T1","","",""
"73-4736-0152","PCA,SUB,RJ48-8E1","","",""
"73-8725-01","PCA, Silverarrow","","",""
"73-16054-01","PCA, N6K, NorCal 96EF-VE, Plutonium Line card, Removable LEM (Daughter board)","N6000","DCSABU","SAVTG"
"73-16052-01","PCA, N6K,NorCal 96-VE,Silicon(Si),SidePlane","N6000","DCSABU","SAVTG"
"73-16053-01","PCA, N6K, NorCal 96EF-VE, Plutonium Line card, Removable LEM (Base board)","N6000","DCSABU","SAVTG"
"73-16050-01","PCA,DBRD,N6K, Norcal-96-VE, Fabric PCBA","N6000","DCSABU","SAVTG"
"73-9526-07","PCA,MBRD, NEMO, RESPIN, VGD-1T3","5400","SRGBU","ENGTG"
"73-15207-01","PCA,OTHER,TEST CARD,AC COUPLING,TRINITY,CENBU","","",""
"73-15210-01","PCA,DBRD,APEX, BALESTRA18 SPINE CARD, SACRAMENTO","","",""
"73-9854-0151","PCA,DBRD,SUB,DC-4-155-32, OSP CONVERSION","MGX","SMBU","MITG"
"73-13824-02","PCA,GIGABIT ETHERNET LINE CARD (ST40 - QUAD, 4 PORT COPPER, 2ND GEN)","ASR5000","MIBU","MITG"
"73-5179-01","PCA,Proteus 8 Port MM","7600","ERBU","CTG"
"73-5178-01","PCA,Proteus 16Port SMI","7600","ERBU","CTG"
"73-15774-01","PCA,MBRD,N3K:DUMMY-NEPTUNE","","",""
"73-100079-04","PCA, Main Board, Falcon, EX90","CTSPS","CVEBU","CVTG"
"73-100151-01","PCA,SISPARA SENSOR BOARD","CTSQS","CVEBU","CVTG"
"73-100081-02","PCA, Sensor Board","CTSPS","CVEBU","CVTG"
"73-100068-01","PCA,NANDI Lens Board","","",""
"73-100916-03","PCA, MBRD, POTENZA 100 TCAM, 24 PORT 100G LC, FRETTA","","",""
"73-9654-01","PCA,SUB,Q-FT-PWRFLTR-S,SFR,HFR","CRS","CORBU","CTG"
"73-5398-01","PCA, Globespan","WANLAN","SRGBU","ENGTG"
"73-2379-01E2","PCA,SUB,LINE CARD,CR","","",""
"73-2148-02E1","PCA,SUB,CSC","GSR","ERBU","CTG"
"73-14953-02","PCA,DBRD, GEMINI,UPCONVERTER,4-port, 128 channels, PB-FREE","UBR10K","CABU","SPVTG"
"73-2775-0151","PCA,SUB,DC-155-4-8","","",""
"73-6668-01","PCA,RS-CTL,RINGSTAR8000","","",""
"73-6677-01","PCA,OADM_W_OPT_SAF","","",""
"73-6656-02","PCA,MarcAntony, G50-2FE","VPN4000","STBU","STG"
"73-6660-01","PCA,SUB,APS RDNT CON JBP","","",""
"73-6663-01","PCA,OC12/STM4-SM-IR,RINGSTAR8000","","",""
"73-6665-01","PCA,OC12/STM4-MM-SR,RINGSTAR8000","","",""
"73-6578-01","PCA,SUB,WR15920,MTX BACKPLANE","","",""
"73-6569-01","PCA,IOC-W PCA","","",""
"73-6556-01","PCA,","","",""
"73-6551-2","ASY,TOP,SRME-SMFIR-155-1","MGX","SMBU","MITG"
"73-6550-01","PCA, 15454-SDH FAN CONNECT","15454E","CORBU","CTG"
"73-6547-01","PCA,PCA DC/DC PATCH LSM BV","","",""
"73-6545-05","PCA, C4K VOICE, JOBIM MEZZ, SINATRA5602","","",""
"73-6522-01","PCA,","","",""
"73-6654-01","PCA,PINNACLE 4 SOLDERED BGA MODULE","","",""
"73-6632-03","PCA,15454 OC48AS LR 1550 MODULE","","",""
"73-6631-01","PCA,15454,OC48AS IR1310 MODULE","","",""
"73-6629-01","PCA, IDM W/FLASH DISK","","",""
"73-6616-01","PCA, 10M-2.5G, Variable rate Transponder, Hampton Dunes","","",""
"73-6613-01","PCA,1PORT ADAPTER,REDHEAD","C6000","EBBU","ENGTG"
"73-6609-01","PCA,SUB,WR15900, B-PLANE, SSC SPARES","","",""
"73-6598-01","PCA, GALAXY 4007, MARKAB, TEST CARD","","",""
"73-6511-01","PCA,Piper DIMM debug module","","",""
"73-6528-01","PCA,SHANNA","","",""
"73-6474-01","PCA,IPTV 34XX MAIN BRD","","",""
"73-6507-01","PCA,STEALTH MOTHERBOARD","","",""
"73-6404-01","PCA,SUB,LSM,OPTICS/SHELF,HFR","","",""
"73-15637-01","PCA,DBRD,POWER SUPPLY RISER CARD for IMPERIAL","UCSC","SAVBU","SAVTG"
"73-3054-0152","PCA,SUB,DC-4-155-32","INACTIV","PABU","CTG"
"73-3049-01","PCA,CONSTELLATION,LCP TEST CARD","","",""
